shot_id,game_id,player_name,shot_type,shot_zone_basic,shot_distance,shot_made_flag,result,period,minutes_remaining,loc_x,loc_y
946,002200160,Stephen Curry,2PT Field Goal,Restricted Area,9,0,Missed,3,3,205,31
204,002200113,Stephen Curry,3PT Field Goal,Left Corner 3,27,0,Missed,4,0,-242,98
673,002200141,Stephen Curry,3PT Field Goal,Left Corner 3,24,1,Made,1,1,-43,405
1216,002200180,Stephen Curry,2PT Field Goal,Mid-Range,19,0,Missed,2,7,123,130
545,002200134,Stephen Curry,3PT Field Goal,Above the Break 3,24,1,Made,1,3,225,331
814,002200151,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),9,0,Missed,3,9,50,198
793,002200149,Stephen Curry,2PT Field Goal,Restricted Area,10,0,Missed,4,9,188,53
832,002200152,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),21,1,Made,1,11,198,187
620,002200138,Stephen Curry,3PT Field Goal,Left Corner 3,22,1,Made,2,11,231,316
183,002200112,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,3,9,-226,38
137,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,3,0,-228,62
796,002200150,Stephen Curry,2PT Field Goal,Mid-Range,20,1,Made,2,3,201,63
80,002200106,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,2,7,-81,392
1096,002200171,Stephen Curry,2PT Field Goal,Mid-Range,2,0,Missed,3,9,-101,186
999,002200164,Stephen Curry,2PT Field Goal,Restricted Area,2,1,Made,3,2,144,75
541,002200133,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,4,3,231,23
914,002200158,Stephen Curry,2PT Field Goal,Mid-Range,9,1,Made,3,1,-179,211
480,002200130,Stephen Curry,3PT Field Goal,Above the Break 3,29,1,Made,2,7,131,54
165,002200111,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,1,7,51,399
248,002200116,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,1,2,194,92
307,002200120,Stephen Curry,3PT Field Goal,Above the Break 3,28,1,Made,2,1,110,340
962,002200162,Stephen Curry,2PT Field Goal,Mid-Range,3,1,Made,4,4,141,152
614,002200138,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,4,2,-112,180
334,002200121,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,1,8,-164,42
97,002200107,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,2,0,154,310
868,002200155,Stephen Curry,2PT Field Goal,Mid-Range,0,0,Missed,1,3,-56,186
772,002200148,Stephen Curry,2PT Field Goal,Mid-Range,20,1,Made,3,6,-15,197
1015,002200165,Stephen Curry,2PT Field Goal,Restricted Area,21,1,Made,2,7,-113,216
1102,002200172,Stephen Curry,2PT Field Goal,Mid-Range,18,0,Missed,2,6,101,165
1007,002200165,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,1,Made,3,9,137,123
1205,002200179,Stephen Curry,2PT Field Goal,Mid-Range,12,0,Missed,3,6,-206,56
718,002200144,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,3,1,-105,387
1222,002200180,Stephen Curry,2PT Field Goal,Mid-Range,12,0,Missed,1,0,169,177
302,002200119,Stephen Curry,3PT Field Goal,Right Corner 3,34,0,Missed,3,8,60,207
1107,002200172,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,1,Made,2,10,-152,98
388,002200124,Stephen Curry,3PT Field Goal,Left Corner 3,23,0,Missed,1,2,205,43
235,002200115,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,3,1,115,94
1124,002200173,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),9,1,Made,1,4,-210,90
1296,002200103,Stephen Curry,2PT Field Goal,Mid-Range,17,1,Made,4,8,-80,167
305,002200119,Stephen Curry,3PT Field Goal,Right Corner 3,33,0,Missed,1,4,-167,453
1195,002200178,Stephen Curry,2PT Field Goal,Restricted Area,11,1,Made,4,10,173,98
1345,002200107,Stephen Curry,2PT Field Goal,Mid-Range,0,1,Made,2,7,169,88
249,002200116,Stephen Curry,3PT Field Goal,Above the Break 3,28,1,Made,2,4,-92,441
1112,002200172,Stephen Curry,2PT Field Goal,Restricted Area,0,1,Made,3,4,-208,146
938,002200160,Stephen Curry,2PT Field Goal,Mid-Range,1,0,Missed,1,2,46,190
71,002200106,Stephen Curry,3PT Field Goal,Left Corner 3,30,0,Missed,3,4,206,407
94,002200107,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,2,7,35,241
691,002200142,Stephen Curry,3PT Field Goal,Right Corner 3,33,0,Missed,3,5,-104,183
33,002200103,Stephen Curry,3PT Field Goal,Above the Break 3,29,1,Made,1,11,190,433
969,002200162,Stephen Curry,2PT Field Goal,Mid-Range,2,1,Made,3,4,-75,170
448,002200128,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,2,9,193,401
445,002200128,Stephen Curry,3PT Field Goal,Above the Break 3,24,1,Made,4,8,-188,22
1033,002200167,Stephen Curry,2PT Field Goal,Mid-Range,19,1,Made,3,5,-18,154
855,002200154,Stephen Curry,2PT Field Goal,Mid-Range,17,0,Missed,2,6,-12,129
857,002200154,Stephen Curry,2PT Field Goal,Mid-Range,4,1,Made,1,10,161,110
77,002200106,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,4,6,-107,56
84,002200106,Stephen Curry,3PT Field Goal,Above the Break 3,24,1,Made,2,1,-31,125
682,002200142,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,1,4,-157,148
82,002200106,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,1,6,-34,300
457,002200128,Stephen Curry,3PT Field Goal,Above the Break 3,28,1,Made,2,9,103,415
808,002200151,Stephen Curry,2PT Field Goal,Restricted Area,14,1,Made,3,6,152,171
932,002200159,Stephen Curry,2PT Field Goal,Mid-Range,4,1,Made,3,4,-212,14
436,002200127,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,2,3,-169,146
644,002200139,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,2,5,158,13
741,002200145,Stephen Curry,3PT Field Goal,Above the Break 3,31,1,Made,3,3,236,245
1078,002200170,Stephen Curry,2PT Field Goal,Restricted Area,21,1,Made,1,11,-174,129
404,002200125,Stephen Curry,3PT Field Goal,Left Corner 3,32,0,Missed,3,3,130,271
1177,002200177,Stephen Curry,2PT Field Goal,Mid-Range,1,0,Missed,2,1,63,187
764,002200147,Stephen Curry,2PT Field Goal,Restricted Area,15,0,Missed,2,9,-132,65
813,002200151,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),12,1,Made,4,4,-6,196
104,002200108,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,2,1,87,285
609,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,31,1,Made,3,4,31,304
680,002200141,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,3,4,246,155
762,002200147,Stephen Curry,2PT Field Goal,Mid-Range,9,1,Made,3,7,4,76
62,002200105,Stephen Curry,3PT Field Goal,Left Corner 3,25,1,Made,1,9,223,431
281,002200118,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,3,4,156,106
994,002200164,Stephen Curry,2PT Field Goal,Restricted Area,14,1,Made,3,3,-202,16
238,002200115,Stephen Curry,3PT Field Goal,Above the Break 3,33,1,Made,3,9,173,415
223,002200115,Stephen Curry,3PT Field Goal,Left Corner 3,28,1,Made,1,0,-117,366
145,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,2,4,-103,10
1259,002200101,Stephen Curry,2PT Field Goal,Mid-Range,16,1,Made,3,8,-91,36
373,002200123,Stephen Curry,3PT Field Goal,Above the Break 3,24,1,Made,2,7,143,335
118,002200108,Stephen Curry,3PT Field Goal,Above the Break 3,28,1,Made,2,9,-212,440
1138,002200174,Stephen Curry,2PT Field Goal,Mid-Range,10,1,Made,3,11,102,180
250,002200116,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,3,3,193,151
1299,002200104,Stephen Curry,2PT Field Goal,Mid-Range,11,0,Missed,1,3,-196,11
9,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,4,1,-49,445
449,002200128,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,2,0,118,293
255,002200116,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,4,7,-20,83
593,002200136,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,3,0,-149,37
389,002200124,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,2,6,-162,378
785,002200149,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),10,1,Made,2,8,-201,183
1084,002200170,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),14,1,Made,4,3,60,18
557,002200134,Stephen Curry,3PT Field Goal,Left Corner 3,29,1,Made,4,0,19,161
460,002200129,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,4,2,1,337
1243,002200100,Stephen Curry,2PT Field Goal,Mid-Range,21,0,Missed,2,0,-29,217
144,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,3,1,160,94
501,002200131,Stephen Curry,3PT Field Goal,Left Corner 3,27,0,Missed,3,11,52,52
1246,002200100,Stephen Curry,2PT Field Goal,Restricted Area,18,0,Missed,4,2,-96,137
539,002200133,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,3,8,117,146
177,002200112,Stephen Curry,3PT Field Goal,Left Corner 3,26,0,Missed,2,9,-205,63
1301,002200104,Stephen Curry,2PT Field Goal,Mid-Range,16,0,Missed,2,7,104,132
770,002200148,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),15,1,Made,4,7,-4,95
1090,002200171,Stephen Curry,2PT Field Goal,Mid-Range,15,1,Made,3,0,-67,175
1113,002200172,Stephen Curry,2PT Field Goal,Restricted Area,18,0,Missed,3,4,57,102
736,002200145,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,4,8,243,313
1343,002200107,Stephen Curry,2PT Field Goal,Mid-Range,0,1,Made,3,5,-196,153
7,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,3,7,180,34
704,002200143,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,1,8,127,388
667,002200141,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,4,0,-219,392
1049,002200168,Stephen Curry,2PT Field Goal,Mid-Range,9,0,Missed,2,10,-163,45
357,002200122,Stephen Curry,3PT Field Goal,Left Corner 3,27,0,Missed,3,4,-21,468
329,002200121,Stephen Curry,3PT Field Goal,Above the Break 3,24,1,Made,2,3,162,421
887,002200156,Stephen Curry,2PT Field Goal,Mid-Range,16,0,Missed,4,10,64,148
1037,002200167,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,0,Missed,4,1,-33,188
1347,002200107,Stephen Curry,2PT Field Goal,Mid-Range,8,1,Made,1,11,145,163
258,002200117,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,2,9,-158,265
1062,002200169,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),12,1,Made,1,4,135,163
372,002200123,Stephen Curry,3PT Field Goal,Right Corner 3,30,1,Made,4,7,113,105
977,002200163,Stephen Curry,2PT Field Goal,Mid-Range,17,0,Missed,4,6,-97,48
1241,002200181,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),21,1,Made,1,9,78,166
142,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,4,0,-133,293
525,002200132,Stephen Curry,3PT Field Goal,Right Corner 3,23,1,Made,4,9,-243,351
1229,002200181,Stephen Curry,2PT Field Goal,Mid-Range,14,0,Missed,4,1,-150,142
826,002200152,Stephen Curry,2PT Field Goal,Restricted Area,9,0,Missed,3,1,-46,62
948,002200161,Stephen Curry,2PT Field Goal,Restricted Area,7,1,Made,4,1,-203,174
1283,002200102,Stephen Curry,2PT Field Goal,Mid-Range,12,1,Made,3,1,-12,42
440,002200127,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,4,5,136,399
531,002200133,Stephen Curry,3PT Field Goal,Right Corner 3,30,0,Missed,4,0,72,467
921,002200159,Stephen Curry,2PT Field Goal,Mid-Range,21,0,Missed,2,0,-196,9
226,002200115,Stephen Curry,3PT Field Goal,Left Corner 3,25,1,Made,3,10,-56,336
859,002200154,Stephen Curry,2PT Field Goal,Restricted Area,5,0,Missed,3,2,84,216
228,002200115,Stephen Curry,3PT Field Goal,Above the Break 3,24,1,Made,2,9,129,421
1171,002200176,Stephen Curry,2PT Field Goal,Mid-Range,16,0,Missed,1,10,-103,163
212,002200114,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,4,0,11,215
79,002200106,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,4,8,-177,441
148,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,4,4,77,126
1323,002200105,Stephen Curry,2PT Field Goal,Restricted Area,12,1,Made,4,2,54,148
671,002200141,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,2,5,-119,38
1344,002200107,Stephen Curry,2PT Field Goal,Mid-Range,4,1,Made,1,8,212,47
890,002200156,Stephen Curry,2PT Field Goal,Restricted Area,18,1,Made,2,8,218,59
743,002200145,Stephen Curry,3PT Field Goal,Above the Break 3,29,1,Made,1,10,-234,62
133,002200109,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,3,8,167,75
986,002200163,Stephen Curry,2PT Field Goal,Mid-Range,10,1,Made,3,9,-113,9
408,002200125,Stephen Curry,3PT Field Goal,Right Corner 3,22,0,Missed,4,2,1,332
844,002200153,Stephen Curry,2PT Field Goal,Mid-Range,21,0,Missed,4,0,-179,146
507,002200131,Stephen Curry,3PT Field Goal,Left Corner 3,31,1,Made,1,8,-125,11
1068,002200169,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),2,1,Made,3,9,-115,31
504,002200131,Stephen Curry,3PT Field Goal,Above the Break 3,30,1,Made,4,11,95,229
879,002200156,Stephen Curry,2PT Field Goal,Restricted Area,8,0,Missed,3,8,-24,169
347,002200122,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,4,8,-229,347
386,002200124,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,4,5,-108,375
0,002200101,Stephen Curry,3PT Field Goal,Right Corner 3,32,1,Made,4,4,-148,121
360,002200123,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,1,7,-89,157
1276,002200102,Stephen Curry,2PT Field Goal,Restricted Area,16,1,Made,2,2,-212,189
475,002200129,Stephen Curry,3PT Field Goal,Right Corner 3,33,1,Made,3,0,-87,34
1156,002200175,Stephen Curry,2PT Field Goal,Mid-Range,19,1,Made,1,8,182,38
979,002200163,Stephen Curry,2PT Field Goal,Mid-Range,15,1,Made,3,0,-184,76
973,002200162,Stephen Curry,2PT Field Goal,Mid-Range,16,0,Missed,2,6,-71,131
990,002200164,Stephen Curry,2PT Field Goal,Restricted Area,20,0,Missed,2,7,102,152
781,002200149,Stephen Curry,2PT Field Goal,Restricted Area,2,1,Made,3,4,143,203
172,002200112,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,1,5,-16,3
450,002200128,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,3,5,70,30
125,002200109,Stephen Curry,3PT Field Goal,Above the Break 3,29,1,Made,1,1,217,219
1236,002200181,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),21,1,Made,2,11,64,170
530,002200133,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,4,5,-3,246
713,002200143,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,4,0,-229,165
90,002200107,Stephen Curry,3PT Field Goal,Right Corner 3,31,0,Missed,4,7,107,459
1305,002200104,Stephen Curry,2PT Field Goal,Restricted Area,3,1,Made,4,4,141,92
181,002200112,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,1,3,240,336
1047,002200168,Stephen Curry,2PT Field Goal,Mid-Range,0,1,Made,3,8,-130,215
414,002200126,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,1,5,186,316
251,002200116,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,2,4,103,227
69,002200106,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,2,9,-161,417
131,002200109,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,1,4,78,272
300,002200119,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,1,1,-36,171
1306,002200104,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),0,1,Made,3,0,-118,214
326,002200121,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,1,1,242,212
1319,002200105,Stephen Curry,2PT Field Goal,Mid-Range,5,0,Missed,3,4,132,31
996,002200164,Stephen Curry,2PT Field Goal,Restricted Area,4,1,Made,1,3,-5,28
499,002200131,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,2,11,177,148
966,002200162,Stephen Curry,2PT Field Goal,Mid-Range,7,1,Made,4,2,-147,170
364,002200123,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,4,8,-133,300
495,002200131,Stephen Curry,3PT Field Goal,Right Corner 3,22,0,Missed,2,6,-223,40
1256,002200101,Stephen Curry,2PT Field Goal,Mid-Range,14,1,Made,2,6,-112,106
338,002200121,Stephen Curry,3PT Field Goal,Above the Break 3,33,1,Made,4,7,5,359
421,002200126,Stephen Curry,3PT Field Goal,Right Corner 3,29,1,Made,3,7,81,437
164,002200111,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,4,2,-200,96
28,002200103,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,3,9,-91,197
516,002200132,Stephen Curry,3PT Field Goal,Right Corner 3,30,0,Missed,3,9,-10,369
193,002200113,Stephen Curry,3PT Field Goal,Left Corner 3,25,0,Missed,4,8,146,209
839,002200153,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),16,1,Made,3,1,-196,57
982,002200163,Stephen Curry,2PT Field Goal,Mid-Range,9,1,Made,2,6,157,137
169,002200111,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,2,8,-25,52
893,002200157,Stephen Curry,2PT Field Goal,Restricted Area,13,1,Made,4,2,-165,118
652,002200140,Stephen Curry,3PT Field Goal,Above the Break 3,29,1,Made,1,0,-123,339
173,002200112,Stephen Curry,3PT Field Goal,Right Corner 3,23,1,Made,2,10,75,145
518,002200132,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,4,4,139,293
1097,002200171,Stephen Curry,2PT Field Goal,Restricted Area,16,0,Missed,3,1,-118,72
967,002200162,Stephen Curry,2PT Field Goal,Mid-Range,4,0,Missed,2,5,86,9
491,002200130,Stephen Curry,3PT Field Goal,Right Corner 3,29,0,Missed,4,4,150,185
73,002200106,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,2,6,-34,354
1346,002200107,Stephen Curry,2PT Field Goal,Mid-Range,9,1,Made,4,0,-74,59
587,002200136,Stephen Curry,3PT Field Goal,Right Corner 3,29,1,Made,1,9,-42,72
976,002200163,Stephen Curry,2PT Field Goal,Mid-Range,15,0,Missed,3,10,193,163
657,002200140,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,4,6,113,57
234,002200115,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,3,7,144,63
732,002200145,Stephen Curry,3PT Field Goal,Left Corner 3,27,0,Missed,1,5,117,246
214,002200114,Stephen Curry,3PT Field Goal,Right Corner 3,25,1,Made,3,5,-63,6
162,002200111,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,2,6,-196,287
132,002200109,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,2,0,-182,317
978,002200163,Stephen Curry,2PT Field Goal,Restricted Area,3,1,Made,4,9,122,180
924,002200159,Stephen Curry,2PT Field Goal,Restricted Area,19,1,Made,1,3,-153,153
1206,002200179,Stephen Curry,2PT Field Goal,Restricted Area,10,1,Made,2,6,-144,36
185,002200112,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,4,0,79,56
41,002200104,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,2,6,-229,237
692,002200142,Stephen Curry,3PT Field Goal,Left Corner 3,28,1,Made,3,3,-183,213
108,002200108,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,1,2,-140,248
38,002200104,Stephen Curry,3PT Field Goal,Above the Break 3,24,1,Made,4,1,133,365
568,002200135,Stephen Curry,3PT Field Goal,Right Corner 3,30,1,Made,4,9,-189,156
1255,002200100,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),6,0,Missed,4,5,119,64
1143,002200174,Stephen Curry,2PT Field Goal,Mid-Range,13,1,Made,3,3,-209,65
1304,002200104,Stephen Curry,2PT Field Goal,Restricted Area,7,1,Made,2,10,-147,98
483,002200130,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,3,7,-197,51
468,002200129,Stephen Curry,3PT Field Goal,Left Corner 3,25,0,Missed,4,2,-203,328
24,002200103,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,3,9,-79,151
828,002200152,Stephen Curry,2PT Field Goal,Mid-Range,13,1,Made,4,11,-5,192
1034,002200167,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,1,Made,4,10,-57,202
949,002200161,Stephen Curry,2PT Field Goal,Restricted Area,2,1,Made,4,5,181,109
1141,002200174,Stephen Curry,2PT Field Goal,Restricted Area,13,1,Made,2,8,150,162
366,002200123,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,3,4,249,60
505,002200131,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,3,9,209,282
1187,002200178,Stephen Curry,2PT Field Goal,Mid-Range,6,0,Missed,4,5,-99,170
383,002200124,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,4,1,79,97
734,002200145,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,1,9,-168,124
717,002200144,Stephen Curry,3PT Field Goal,Right Corner 3,22,1,Made,2,1,-225,302
1200,002200179,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),10,1,Made,2,0,148,139
454,002200128,Stephen Curry,3PT Field Goal,Right Corner 3,26,1,Made,2,5,-55,273
264,002200117,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,2,1,-35,250
1313,002200105,Stephen Curry,2PT Field Goal,Restricted Area,19,1,Made,4,11,103,136
232,002200115,Stephen Curry,3PT Field Goal,Right Corner 3,31,1,Made,3,8,-29,205
444,002200128,Stephen Curry,3PT Field Goal,Above the Break 3,30,1,Made,2,9,-221,187
395,002200125,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,4,5,24,31
937,002200160,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),21,1,Made,4,1,-24,18
176,002200112,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,3,8,58,454
18,002200103,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,1,6,-10,51
1207,002200179,Stephen Curry,2PT Field Goal,Restricted Area,18,0,Missed,1,7,-144,193
888,002200156,Stephen Curry,2PT Field Goal,Mid-Range,14,1,Made,2,2,-37,178
341,002200122,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,3,4,-91,350
862,002200154,Stephen Curry,2PT Field Goal,Mid-Range,5,1,Made,3,8,218,80
595,002200136,Stephen Curry,3PT Field Goal,Left Corner 3,24,0,Missed,1,4,-122,195
61,002200105,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,1,11,-182,46
272,002200117,Stephen Curry,3PT Field Goal,Right Corner 3,27,0,Missed,2,0,-82,88
1092,002200171,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),7,0,Missed,3,0,26,189
1311,002200104,Stephen Curry,2PT Field Goal,Mid-Range,9,1,Made,1,6,-163,104
278,002200118,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,4,8,-248,84
1048,002200168,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),16,0,Missed,3,11,107,214
694,002200142,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,2,2,-13,359
368,002200123,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,1,2,51,409
1242,002200100,Stephen Curry,2PT Field Goal,Restricted Area,14,1,Made,1,4,51,128
36,002200104,Stephen Curry,3PT Field Goal,Above the Break 3,24,1,Made,4,5,-131,160
735,002200145,Stephen Curry,3PT Field Goal,Above the Break 3,28,1,Made,2,11,231,236
1198,002200178,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),7,0,Missed,3,11,-8,39
662,002200140,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,4,7,220,277
923,002200159,Stephen Curry,2PT Field Goal,Mid-Range,13,1,Made,3,9,113,198
974,002200162,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),6,0,Missed,2,0,11,125
547,002200134,Stephen Curry,3PT Field Goal,Left Corner 3,32,0,Missed,2,8,131,378
1077,002200170,Stephen Curry,2PT Field Goal,Mid-Range,18,0,Missed,1,11,-58,54
688,002200142,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,3,4,173,406
738,002200145,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,4,6,-42,447
191,002200113,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,3,7,232,107
456,002200128,Stephen Curry,3PT Field Goal,Left Corner 3,26,0,Missed,1,0,146,161
393,002200125,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,2,10,-137,362
675,002200141,Stephen Curry,3PT Field Goal,Right Corner 3,32,1,Made,2,10,36,348
760,002200147,Stephen Curry,2PT Field Goal,Restricted Area,10,1,Made,4,11,-26,26
1328,002200106,Stephen Curry,2PT Field Goal,Mid-Range,7,1,Made,2,2,-165,174
728,002200144,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,4,11,-247,92
419,002200126,Stephen Curry,3PT Field Goal,Left Corner 3,26,0,Missed,1,3,106,450
375,002200124,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,4,8,-230,195
412,002200126,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,2,2,136,425
74,002200106,Stephen Curry,3PT Field Goal,Right Corner 3,25,1,Made,4,5,146,186
1263,002200101,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),18,0,Missed,2,10,-82,116
1209,002200179,Stephen Curry,2PT Field Goal,Mid-Range,6,0,Missed,3,3,-35,69
500,002200131,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,4,11,-16,226
825,002200152,Stephen Curry,2PT Field Goal,Restricted Area,12,0,Missed,1,8,-73,117
1131,002200174,Stephen Curry,2PT Field Goal,Mid-Range,21,1,Made,3,10,67,115
616,002200138,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,3,11,-135,312
114,002200108,Stephen Curry,3PT Field Goal,Right Corner 3,34,0,Missed,1,3,6,7
417,002200126,Stephen Curry,3PT Field Goal,Right Corner 3,34,0,Missed,3,8,-131,126
601,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,2,3,244,111
604,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,3,1,-50,233
1292,002200103,Stephen Curry,2PT Field Goal,Mid-Range,10,1,Made,4,6,-138,56
89,002200107,Stephen Curry,3PT Field Goal,Above the Break 3,22,1,Made,3,5,8,143
848,002200153,Stephen Curry,2PT Field Goal,Restricted Area,7,0,Missed,3,8,-67,131
